episode_id,trial_index,seed,role_permutation,hidden_state_controlled_injection,gt_local_a,gt_local_b,gt_local_c,adaptive_selected_subset,adaptive_selected_k,adaptive_status,adaptive_degradation_mode,adaptive_execution_calls,adaptive_exploration_calls,adaptive_total_calls,adaptive_success,fixed_subset,fixed_calls,fixed_success,oracle_feasible
v4conf-000,0,2000000,role_0=local-c;role_1=local-a;role_2=local-b,SHARED_DEGRADATION,0,0,1,local-a|local-b|local-c,3,WARMUP,warmup,0,3,3,1,local-b|local-c,2,1,1
v4conf-000,1,2000000,role_0=local-c;role_1=local-a;role_2=local-b,SHARED_DEGRADATION,0,0,0,local-a|local-b|local-c,3,WARMUP,warmup,0,3,3,0,local-b|local-c,2,0,0
v4conf-000,2,2000000,role_0=local-c;role_1=local-a;role_2=local-b,SHARED_DEGRADATION,0,0,0,local-a|local-b|local-c,3,WARMUP,warmup,0,3,3,0,local-b|local-c,2,0,0
v4conf-000,3,2000000,role_0=local-c;role_1=local-a;role_2=local-b,SHARED_DEGRADATION,0,0,0,local-c,1,SLO_ESTIMATE_UNSATISFIABLE,best-effort,1,0,1,0,local-b|local-c,2,0,0
v4conf-000,4,2000000,role_0=local-c;role_1=local-a;role_2=local-b,SINGLE_PROVIDER_CONGESTED,1,1,0,local-a|local-c,2,SLO_ESTIMATE_UNSATISFIABLE,best-effort,2,0,2,1,local-b|local-c,2,1,1
v4conf-000,5,2000000,role_0=local-c;role_1=local-a;role_2=local-b,SINGLE_PROVIDER_CONGESTED,1,1,0,local-a|local-c,2,SLO_ESTIMATE_UNSATISFIABLE,best-effort,2,0,2,1,local-b|local-c,2,1,1
v4conf-000,6,2000000,role_0=local-c;role_1=local-a;role_2=local-b,SINGLE_PROVIDER_CONGESTED,1,1,0,local-a|local-c,2,SLO_ESTIMATE_UNSATISFIABLE,best-effort,2,0,2,1,local-b|local-c,2,1,1
v4conf-000,7,2000000,role_0=local-c;role_1=local-a;role_2=local-b,SINGLE_PROVIDER_CONGESTED,1,1,0,local-a|local-c,2,SLO_ESTIMATE_UNSATISFIABLE,best-effort,2,3,5,1,local-b|local-c,2,1,1
v4conf-000,8,2000000,role_0=local-c;role_1=local-a;role_2=local-b,SINGLE_PROVIDER_CONGESTED,1,1,0,local-a|local-c,2,SLO_ESTIMATE_UNSATISFIABLE,best-effort,2,0,2,1,local-b|local-c,2,1,1
v4conf-000,9,2000000,role_0=local-c;role_1=local-a;role_2=local-b,SINGLE_PROVIDER_CONGESTED,1,1,0,local-a|local-c,2,SLO_ESTIMATE_UNSATISFIABLE,best-effort,2,0,2,1,local-b|local-c,2,1,1
v4conf-000,10,2000000,role_0=local-c;role_1=local-a;role_2=local-b,SINGLE_PROVIDER_CONGESTED,1,1,0,local-a|local-c,2,SLO_ESTIMATE_UNSATISFIABLE,best-effort,2,0,2,1,local-b|local-c,2,1,1
v4conf-000,11,2000000,role_0=local-c;role_1=local-a;role_2=local-b,SINGLE_PROVIDER_CONGESTED,1,1,0,local-a|local-c,2,SLO_ESTIMATE_UNSATISFIABLE,best-effort,2,0,2,1,local-b|local-c,2,1,1
v4conf-000,12,2000000,role_0=local-c;role_1=local-a;role_2=local-b,SINGLE_PROVIDER_UNSTABLE,1,1,1,local-a,1,SLO_ESTIMATE_UNSATISFIABLE,best-effort,1,0,1,1,local-b|local-c,2,1,1
v4conf-000,13,2000000,role_0=local-c;role_1=local-a;role_2=local-b,SINGLE_PROVIDER_UNSTABLE,1,1,0,local-a,1,SLO_ESTIMATE_UNSATISFIABLE,best-effort,1,0,1,1,local-b|local-c,2,1,1
v4conf-000,14,2000000,role_0=local-c;role_1=local-a;role_2=local-b,SINGLE_PROVIDER_UNSTABLE,1,1,0,local-a,1,SELECTED,,1,0,1,1,local-b|local-c,2,1,1
v4conf-000,15,2000000,role_0=local-c;role_1=local-a;role_2=local-b,SINGLE_PROVIDER_UNSTABLE,1,1,1,local-a,1,SELECTED,,1,3,4,1,local-b|local-c,2,1,1
v4conf-000,16,2000000,role_0=local-c;role_1=local-a;role_2=local-b,SINGLE_PROVIDER_UNSTABLE,1,1,0,local-a,1,SELECTED,,1,0,1,1,local-b|local-c,2,1,1
v4conf-000,17,2000000,role_0=local-c;role_1=local-a;role_2=local-b,SINGLE_PROVIDER_UNSTABLE,1,1,0,local-a,1,SELECTED,,1,0,1,1,local-b|local-c,2,1,1
v4conf-000,18,2000000,role_0=local-c;role_1=local-a;role_2=local-b,SINGLE_PROVIDER_UNSTABLE,1,1,0,local-a,1,SELECTED,,1,0,1,1,local-b|local-c,2,1,1
v4conf-000,19,2000000,role_0=local-c;role_1=local-a;role_2=local-b,SINGLE_PROVIDER_INVALID_RISK,1,1,1,local-a,1,SELECTED,,1,0,1,1,local-b|local-c,2,1,1
v4conf-000,20,2000000,role_0=local-c;role_1=local-a;role_2=local-b,SINGLE_PROVIDER_INVALID_RISK,1,1,1,local-a,1,SELECTED,,1,0,1,1,local-b|local-c,2,1,1
v4conf-000,21,2000000,role_0=local-c;role_1=local-a;role_2=local-b,SINGLE_PROVIDER_INVALID_RISK,1,1,1,local-a,1,SELECTED,,1,0,1,1,local-b|local-c,2,1,1
v4conf-001,0,2000001,role_0=local-b;role_1=local-a;role_2=local-c,PAIR_CORRELATED_DEGRADATION,0,0,1,local-a|local-b|local-c,3,WARMUP,warmup,0,3,3,1,local-b|local-c,2,1,1
v4conf-001,1,2000001,role_0=local-b;role_1=local-a;role_2=local-c,PAIR_CORRELATED_DEGRADATION,0,0,1,local-a|local-b|local-c,3,WARMUP,warmup,0,3,3,1,local-b|local-c,2,1,1
v4conf-001,2,2000001,role_0=local-b;role_1=local-a;role_2=local-c,PAIR_CORRELATED_DEGRADATION,1,0,1,local-a|local-b|local-c,3,WARMUP,warmup,0,3,3,1,local-b|local-c,2,1,1
v4conf-001,3,2000001,role_0=local-b;role_1=local-a;role_2=local-c,PAIR_CORRELATED_DEGRADATION,0,0,1,local-c,1,SLO_ESTIMATE_UNSATISFIABLE,best-effort,1,0,1,1,local-b|local-c,2,1,1
v4conf-001,4,2000001,role_0=local-b;role_1=local-a;role_2=local-c,PAIR_CORRELATED_DEGRADATION,0,0,1,local-c,1,SLO_ESTIMATE_UNSATISFIABLE,best-effort,1,0,1,1,local-b|local-c,2,1,1
v4conf-001,5,2000001,role_0=local-b;role_1=local-a;role_2=local-c,PAIR_CORRELATED_DEGRADATION,0,0,1,local-c,1,SELECTED,,1,0,1,1,local-b|local-c,2,1,1
v4conf-001,6,2000001,role_0=local-b;role_1=local-a;role_2=local-c,PAIR_CORRELATED_DEGRADATION,0,1,1,local-c,1,SELECTED,,1,0,1,1,local-b|local-c,2,1,1
v4conf-001,7,2000001,role_0=local-b;role_1=local-a;role_2=local-c,PAIR_CORRELATED_DEGRADATION,1,0,1,local-c,1,SELECTED,,1,3,4,1,local-b|local-c,2,1,1
v4conf-001,8,2000001,role_0=local-b;role_1=local-a;role_2=local-c,PAIR_CORRELATED_DEGRADATION,0,0,1,local-c,1,SELECTED,,1,0,1,1,local-b|local-c,2,1,1
v4conf-001,9,2000001,role_0=local-b;role_1=local-a;role_2=local-c,PAIR_CORRELATED_DEGRADATION,0,0,1,local-c,1,SELECTED,,1,0,1,1,local-b|local-c,2,1,1
v4conf-001,10,2000001,role_0=local-b;role_1=local-a;role_2=local-c,PAIR_CORRELATED_DEGRADATION,0,1,1,local-c,1,SELECTED,,1,0,1,1,local-b|local-c,2,1,1
v4conf-001,11,2000001,role_0=local-b;role_1=local-a;role_2=local-c,PAIR_CORRELATED_DEGRADATION,0,0,1,local-c,1,SELECTED,,1,0,1,1,local-b|local-c,2,1,1
v4conf-001,12,2000001,role_0=local-b;role_1=local-a;role_2=local-c,SINGLE_PROVIDER_UNSTABLE,1,0,1,local-c,1,SELECTED,,1,0,1,1,local-b|local-c,2,1,1
v4conf-001,13,2000001,role_0=local-b;role_1=local-a;role_2=local-c,SINGLE_PROVIDER_UNSTABLE,1,0,1,local-c,1,SELECTED,,1,0,1,1,local-b|local-c,2,1,1
v4conf-001,14,2000001,role_0=local-b;role_1=local-a;role_2=local-c,SINGLE_PROVIDER_UNSTABLE,1,0,1,local-c,1,SELECTED,,1,0,1,1,local-b|local-c,2,1,1
v4conf-001,15,2000001,role_0=local-b;role_1=local-a;role_2=local-c,SINGLE_PROVIDER_UNSTABLE,1,1,1,local-c,1,SELECTED,,1,3,4,1,local-b|local-c,2,1,1
v4conf-001,16,2000001,role_0=local-b;role_1=local-a;role_2=local-c,NORMAL,1,1,1,local-c,1,SELECTED,,1,0,1,1,local-b|local-c,2,1,1
v4conf-001,17,2000001,role_0=local-b;role_1=local-a;role_2=local-c,NORMAL,1,1,1,local-c,1,SELECTED,,1,0,1,1,local-b|local-c,2,1,1
v4conf-001,18,2000001,role_0=local-b;role_1=local-a;role_2=local-c,NORMAL,1,1,1,local-c,1,SELECTED,,1,0,1,1,local-b|local-c,2,1,1
v4conf-001,19,2000001,role_0=local-b;role_1=local-a;role_2=local-c,NORMAL,1,1,1,local-c,1,SELECTED,,1,0,1,1,local-b|local-c,2,1,1
v4conf-001,20,2000001,role_0=local-b;role_1=local-a;role_2=local-c,NORMAL,1,1,1,local-c,1,SELECTED,,1,0,1,1,local-b|local-c,2,1,1
v4conf-001,21,2000001,role_0=local-b;role_1=local-a;role_2=local-c,NORMAL,1,1,1,local-c,1,SELECTED,,1,0,1,1,local-b|local-c,2,1,1
v4conf-002,0,2000002,role_0=local-c;role_1=local-b;role_2=local-a,SINGLE_PROVIDER_CONGESTED,1,1,0,local-a|local-b|local-c,3,WARMUP,warmup,0,3,3,1,local-b|local-c,2,1,1
v4conf-002,1,2000002,role_0=local-c;role_1=local-b;role_2=local-a,SINGLE_PROVIDER_CONGESTED,1,1,0,local-a|local-b|local-c,3,WARMUP,warmup,0,3,3,1,local-b|local-c,2,1,1
v4conf-002,2,2000002,role_0=local-c;role_1=local-b;role_2=local-a,SINGLE_PROVIDER_CONGESTED,1,1,0,local-a|local-b|local-c,3,WARMUP,warmup,0,3,3,1,local-b|local-c,2,1,1
v4conf-002,3,2000002,role_0=local-c;role_1=local-b;role_2=local-a,SINGLE_PROVIDER_CONGESTED,1,1,0,local-a,1,SLO_ESTIMATE_UNSATISFIABLE,best-effort,1,0,1,1,local-b|local-c,2,1,1
v4conf-002,4,2000002,role_0=local-c;role_1=local-b;role_2=local-a,SINGLE_PROVIDER_CONGESTED,1,1,0,local-a,1,SLO_ESTIMATE_UNSATISFIABLE,best-effort,1,0,1,1,local-b|local-c,2,1,1
v4conf-002,5,2000002,role_0=local-c;role_1=local-b;role_2=local-a,SINGLE_PROVIDER_CONGESTED,1,1,0,local-a,1,SELECTED,,1,0,1,1,local-b|local-c,2,1,1
v4conf-002,6,2000002,role_0=local-c;role_1=local-b;role_2=local-a,SINGLE_PROVIDER_CONGESTED,1,1,0,local-a,1,SELECTED,,1,0,1,1,local-b|local-c,2,1,1
v4conf-002,7,2000002,role_0=local-c;role_1=local-b;role_2=local-a,SINGLE_PROVIDER_CONGESTED,1,1,0,local-a,1,SELECTED,,1,3,4,1,local-b|local-c,2,1,1
v4conf-002,8,2000002,role_0=local-c;role_1=local-b;role_2=local-a,PAIR_CORRELATED_DEGRADATION,1,0,0,local-a,1,SELECTED,,1,0,1,1,local-b|local-c,2,0,1
v4conf-002,9,2000002,role_0=local-c;role_1=local-b;role_2=local-a,PAIR_CORRELATED_DEGRADATION,1,0,0,local-a,1,SELECTED,,1,0,1,1,local-b|local-c,2,0,1
v4conf-002,10,2000002,role_0=local-c;role_1=local-b;role_2=local-a,PAIR_CORRELATED_DEGRADATION,1,1,0,local-a,1,SELECTED,,1,0,1,1,local-b|local-c,2,1,1
v4conf-002,11,2000002,role_0=local-c;role_1=local-b;role_2=local-a,PAIR_CORRELATED_DEGRADATION,1,0,0,local-a,1,SELECTED,,1,0,1,1,local-b|local-c,2,0,1
v4conf-002,12,2000002,role_0=local-c;role_1=local-b;role_2=local-a,PAIR_CORRELATED_DEGRADATION,1,0,0,local-a,1,SELECTED,,1,0,1,1,local-b|local-c,2,0,1
v4conf-002,13,2000002,role_0=local-c;role_1=local-b;role_2=local-a,NORMAL,1,1,1,local-a,1,SELECTED,,1,0,1,1,local-b|local-c,2,1,1
v4conf-002,14,2000002,role_0=local-c;role_1=local-b;role_2=local-a,NORMAL,1,1,1,local-a,1,SELECTED,,1,0,1,1,local-b|local-c,2,1,1
v4conf-002,15,2000002,role_0=local-c;role_1=local-b;role_2=local-a,NORMAL,1,1,1,local-a,1,SELECTED,,1,3,4,1,local-b|local-c,2,1,1
v4conf-002,16,2000002,role_0=local-c;role_1=local-b;role_2=local-a,NORMAL,1,1,1,local-a,1,SELECTED,,1,0,1,1,local-b|local-c,2,1,1
v4conf-002,17,2000002,role_0=local-c;role_1=local-b;role_2=local-a,NORMAL,1,1,1,local-a,1,SELECTED,,1,0,1,1,local-b|local-c,2,1,1
v4conf-002,18,2000002,role_0=local-c;role_1=local-b;role_2=local-a,NORMAL,1,1,1,local-a,1,SELECTED,,1,0,1,1,local-b|local-c,2,1,1
v4conf-002,19,2000002,role_0=local-c;role_1=local-b;role_2=local-a,NORMAL,1,1,1,local-a,1,SELECTED,,1,0,1,1,local-b|local-c,2,1,1
v4conf-002,20,2000002,role_0=local-c;role_1=local-b;role_2=local-a,NORMAL,1,1,1,local-a,1,SELECTED,,1,0,1,1,local-b|local-c,2,1,1
v4conf-002,21,2000002,role_0=local-c;role_1=local-b;role_2=local-a,NORMAL,1,1,1,local-a,1,SELECTED,,1,0,1,1,local-b|local-c,2,1,1
v4conf-003,0,2000003,role_0=local-b;role_1=local-a;role_2=local-c,SINGLE_PROVIDER_UNSTABLE,1,1,1,local-a|local-b|local-c,3,WARMUP,warmup,0,3,3,1,local-b|local-c,2,1,1
v4conf-003,1,2000003,role_0=local-b;role_1=local-a;role_2=local-c,SINGLE_PROVIDER_UNSTABLE,1,1,1,local-a|local-b|local-c,3,WARMUP,warmup,0,3,3,1,local-b|local-c,2,1,1
v4conf-003,2,2000003,role_0=local-b;role_1=local-a;role_2=local-c,SINGLE_PROVIDER_UNSTABLE,1,0,1,local-a|local-b|local-c,3,WARMUP,warmup,0,3,3,1,local-b|local-c,2,1,1
v4conf-003,3,2000003,role_0=local-b;role_1=local-a;role_2=local-c,SINGLE_PROVIDER_UNSTABLE,1,1,1,local-a,1,SLO_ESTIMATE_UNSATISFIABLE,best-effort,1,0,1,1,local-b|local-c,2,1,1
v4conf-003,4,2000003,role_0=local-b;role_1=local-a;role_2=local-c,SINGLE_PROVIDER_INVALID_RISK,1,1,1,local-a,1,SLO_ESTIMATE_UNSATISFIABLE,best-effort,1,0,1,1,local-b|local-c,2,1,1
v4conf-003,5,2000003,role_0=local-b;role_1=local-a;role_2=local-c,SINGLE_PROVIDER_INVALID_RISK,1,1,1,local-a,1,SELECTED,,1,0,1,1,local-b|local-c,2,1,1
v4conf-003,6,2000003,role_0=local-b;role_1=local-a;role_2=local-c,SINGLE_PROVIDER_INVALID_RISK,1,0,1,local-a,1,SELECTED,,1,0,1,1,local-b|local-c,2,1,1
v4conf-003,7,2000003,role_0=local-b;role_1=local-a;role_2=local-c,SINGLE_PROVIDER_INVALID_RISK,1,1,1,local-a,1,SELECTED,,1,3,4,1,local-b|local-c,2,1,1
v4conf-003,8,2000003,role_0=local-b;role_1=local-a;role_2=local-c,SINGLE_PROVIDER_INVALID_RISK,1,1,1,local-a,1,SELECTED,,1,0,1,1,local-b|local-c,2,1,1
v4conf-003,9,2000003,role_0=local-b;role_1=local-a;role_2=local-c,SINGLE_PROVIDER_INVALID_RISK,1,0,1,local-a,1,SELECTED,,1,0,1,1,local-b|local-c,2,1,1
v4conf-003,10,2000003,role_0=local-b;role_1=local-a;role_2=local-c,SINGLE_PROVIDER_INVALID_RISK,1,0,1,local-a,1,SELECTED,,1,0,1,1,local-b|local-c,2,1,1
v4conf-003,11,2000003,role_0=local-b;role_1=local-a;role_2=local-c,SINGLE_PROVIDER_INVALID_RISK,1,0,1,local-a,1,SELECTED,,1,0,1,1,local-b|local-c,2,1,1
v4conf-003,12,2000003,role_0=local-b;role_1=local-a;role_2=local-c,SINGLE_PROVIDER_INVALID_RISK,1,0,1,local-a,1,SELECTED,,1,0,1,1,local-b|local-c,2,1,1
v4conf-003,13,2000003,role_0=local-b;role_1=local-a;role_2=local-c,SINGLE_PROVIDER_INVALID_RISK,1,1,1,local-a,1,SELECTED,,1,0,1,1,local-b|local-c,2,1,1
v4conf-003,14,2000003,role_0=local-b;role_1=local-a;role_2=local-c,SHARED_DEGRADATION,0,0,0,local-a,1,SELECTED,,1,0,1,0,local-b|local-c,2,0,0
v4conf-003,15,2000003,role_0=local-b;role_1=local-a;role_2=local-c,SHARED_DEGRADATION,0,0,0,local-a|local-b,2,SELECTED,,2,3,5,0,local-b|local-c,2,0,0
v4conf-003,16,2000003,role_0=local-b;role_1=local-a;role_2=local-c,SHARED_DEGRADATION,0,0,0,local-a|local-b,2,SLO_ESTIMATE_UNSATISFIABLE,best-effort,2,0,2,0,local-b|local-c,2,0,0
v4conf-003,17,2000003,role_0=local-b;role_1=local-a;role_2=local-c,SHARED_DEGRADATION,1,1,0,local-a|local-c,2,SLO_ESTIMATE_UNSATISFIABLE,best-effort,2,0,2,1,local-b|local-c,2,1,1
v4conf-003,18,2000003,role_0=local-b;role_1=local-a;role_2=local-c,SHARED_DEGRADATION,0,0,0,local-a|local-c,2,SLO_ESTIMATE_UNSATISFIABLE,best-effort,2,0,2,0,local-b|local-c,2,0,0
v4conf-003,19,2000003,role_0=local-b;role_1=local-a;role_2=local-c,SHARED_DEGRADATION,0,0,0,local-a|local-b|local-c,3,SLO_ESTIMATE_UNSATISFIABLE,best-effort,3,0,3,0,local-b|local-c,2,0,0
v4conf-003,20,2000003,role_0=local-b;role_1=local-a;role_2=local-c,SHARED_DEGRADATION,0,0,0,local-a|local-b|local-c,3,SLO_ESTIMATE_UNSATISFIABLE,best-effort,3,0,3,0,local-b|local-c,2,0,0
v4conf-003,21,2000003,role_0=local-b;role_1=local-a;role_2=local-c,SHARED_DEGRADATION,0,0,1,local-a|local-b|local-c,3,SLO_ESTIMATE_UNSATISFIABLE,best-effort,3,0,3,1,local-b|local-c,2,1,1
v4conf-004,0,2000004,role_0=local-a;role_1=local-b;role_2=local-c,SINGLE_PROVIDER_CONGESTED,0,1,1,local-a|local-b|local-c,3,WARMUP,warmup,0,3,3,1,local-b|local-c,2,1,1
v4conf-004,1,2000004,role_0=local-a;role_1=local-b;role_2=local-c,SINGLE_PROVIDER_CONGESTED,0,1,1,local-a|local-b|local-c,3,WARMUP,warmup,0,3,3,1,local-b|local-c,2,1,1
v4conf-004,2,2000004,role_0=local-a;role_1=local-b;role_2=local-c,SINGLE_PROVIDER_CONGESTED,0,1,1,local-a|local-b|local-c,3,WARMUP,warmup,0,3,3,1,local-b|local-c,2,1,1
v4conf-004,3,2000004,role_0=local-a;role_1=local-b;role_2=local-c,SINGLE_PROVIDER_CONGESTED,0,1,1,local-b,1,SLO_ESTIMATE_UNSATISFIABLE,best-effort,1,0,1,1,local-b|local-c,2,1,1
v4conf-004,4,2000004,role_0=local-a;role_1=local-b;role_2=local-c,SINGLE_PROVIDER_CONGESTED,0,1,1,local-b,1,SLO_ESTIMATE_UNSATISFIABLE,best-effort,1,0,1,1,local-b|local-c,2,1,1
v4conf-004,5,2000004,role_0=local-a;role_1=local-b;role_2=local-c,SINGLE_PROVIDER_CONGESTED,0,1,1,local-b,1,SELECTED,,1,0,1,1,local-b|local-c,2,1,1
v4conf-004,6,2000004,role_0=local-a;role_1=local-b;role_2=local-c,SINGLE_PROVIDER_CONGESTED,0,1,1,local-b,1,SELECTED,,1,0,1,1,local-b|local-c,2,1,1
v4conf-004,7,2000004,role_0=local-a;role_1=local-b;role_2=local-c,SINGLE_PROVIDER_CONGESTED,0,1,1,local-b,1,SELECTED,,1,3,4,1,local-b|local-c,2,1,1
v4conf-004,8,2000004,role_0=local-a;role_1=local-b;role_2=local-c,SINGLE_PROVIDER_CONGESTED,0,1,1,local-b,1,SELECTED,,1,0,1,1,local-b|local-c,2,1,1
v4conf-004,9,2000004,role_0=local-a;role_1=local-b;role_2=local-c,SHARED_DEGRADATION,0,1,0,local-b,1,SELECTED,,1,0,1,1,local-b|local-c,2,1,1
v4conf-004,10,2000004,role_0=local-a;role_1=local-b;role_2=local-c,SHARED_DEGRADATION,0,1,1,local-b,1,SELECTED,,1,0,1,1,local-b|local-c,2,1,1
v4conf-004,11,2000004,role_0=local-a;role_1=local-b;role_2=local-c,SHARED_DEGRADATION,0,0,0,local-b,1,SELECTED,,1,0,1,0,local-b|local-c,2,0,0
v4conf-004,12,2000004,role_0=local-a;role_1=local-b;role_2=local-c,SHARED_DEGRADATION,1,0,0,local-a|local-b,2,SELECTED,,2,0,2,1,local-b|local-c,2,0,1
v4conf-004,13,2000004,role_0=local-a;role_1=local-b;role_2=local-c,SHARED_DEGRADATION,0,0,0,local-a|local-b,2,SELECTED,,2,0,2,0,local-b|local-c,2,0,0
v4conf-004,14,2000004,role_0=local-a;role_1=local-b;role_2=local-c,SHARED_DEGRADATION,0,0,0,local-b|local-c,2,SELECTED,,2,0,2,0,local-b|local-c,2,0,0
v4conf-004,15,2000004,role_0=local-a;role_1=local-b;role_2=local-c,SHARED_DEGRADATION,0,0,0,local-a|local-c,2,SELECTED,,2,3,5,0,local-b|local-c,2,0,0
v4conf-004,16,2000004,role_0=local-a;role_1=local-b;role_2=local-c,SHARED_DEGRADATION,0,0,0,local-a|local-b|local-c,3,SLO_ESTIMATE_UNSATISFIABLE,best-effort,3,0,3,0,local-b|local-c,2,0,0
v4conf-004,17,2000004,role_0=local-a;role_1=local-b;role_2=local-c,SINGLE_PROVIDER_CONGESTED,0,1,1,local-a|local-b|local-c,3,SLO_ESTIMATE_UNSATISFIABLE,best-effort,3,0,3,1,local-b|local-c,2,1,1
v4conf-004,18,2000004,role_0=local-a;role_1=local-b;role_2=local-c,SINGLE_PROVIDER_CONGESTED,0,1,1,local-a|local-b|local-c,3,SLO_ESTIMATE_UNSATISFIABLE,best-effort,3,0,3,1,local-b|local-c,2,1,1
v4conf-004,19,2000004,role_0=local-a;role_1=local-b;role_2=local-c,SINGLE_PROVIDER_CONGESTED,0,1,1,local-a|local-b|local-c,3,SLO_ESTIMATE_UNSATISFIABLE,best-effort,3,0,3,1,local-b|local-c,2,1,1
v4conf-004,20,2000004,role_0=local-a;role_1=local-b;role_2=local-c,SINGLE_PROVIDER_CONGESTED,0,1,1,local-a|local-c,2,SLO_ESTIMATE_UNSATISFIABLE,best-effort,2,0,2,1,local-b|local-c,2,1,1
v4conf-004,21,2000004,role_0=local-a;role_1=local-b;role_2=local-c,SINGLE_PROVIDER_CONGESTED,0,1,1,local-a|local-c,2,SLO_ESTIMATE_UNSATISFIABLE,best-effort,2,0,2,1,local-b|local-c,2,1,1
v4conf-005,0,2000005,role_0=local-c;role_1=local-a;role_2=local-b,PAIR_CORRELATED_DEGRADATION,0,1,0,local-a|local-b|local-c,3,WARMUP,warmup,0,3,3,1,local-b|local-c,2,1,1
v4conf-005,1,2000005,role_0=local-c;role_1=local-a;role_2=local-b,PAIR_CORRELATED_DEGRADATION,0,1,0,local-a|local-b|local-c,3,WARMUP,warmup,0,3,3,1,local-b|local-c,2,1,1
v4conf-005,2,2000005,role_0=local-c;role_1=local-a;role_2=local-b,PAIR_CORRELATED_DEGRADATION,0,1,0,local-a|local-b|local-c,3,WARMUP,warmup,0,3,3,1,local-b|local-c,2,1,1
v4conf-005,3,2000005,role_0=local-c;role_1=local-a;role_2=local-b,PAIR_CORRELATED_DEGRADATION,0,1,0,local-b,1,SLO_ESTIMATE_UNSATISFIABLE,best-effort,1,0,1,1,local-b|local-c,2,1,1
v4conf-005,4,2000005,role_0=local-c;role_1=local-a;role_2=local-b,PAIR_CORRELATED_DEGRADATION,0,1,0,local-b,1,SLO_ESTIMATE_UNSATISFIABLE,best-effort,1,0,1,1,local-b|local-c,2,1,1
v4conf-005,5,2000005,role_0=local-c;role_1=local-a;role_2=local-b,PAIR_CORRELATED_DEGRADATION,0,1,0,local-b,1,SELECTED,,1,0,1,1,local-b|local-c,2,1,1
v4conf-005,6,2000005,role_0=local-c;role_1=local-a;role_2=local-b,SINGLE_PROVIDER_INVALID_RISK,1,1,0,local-b,1,SELECTED,,1,0,1,1,local-b|local-c,2,1,1
v4conf-005,7,2000005,role_0=local-c;role_1=local-a;role_2=local-b,SINGLE_PROVIDER_INVALID_RISK,1,1,1,local-b,1,SELECTED,,1,3,4,1,local-b|local-c,2,1,1
v4conf-005,8,2000005,role_0=local-c;role_1=local-a;role_2=local-b,SINGLE_PROVIDER_INVALID_RISK,1,1,1,local-b,1,SELECTED,,1,0,1,1,local-b|local-c,2,1,1
v4conf-005,9,2000005,role_0=local-c;role_1=local-a;role_2=local-b,SINGLE_PROVIDER_INVALID_RISK,1,1,0,local-b,1,SELECTED,,1,0,1,1,local-b|local-c,2,1,1
v4conf-005,10,2000005,role_0=local-c;role_1=local-a;role_2=local-b,SINGLE_PROVIDER_INVALID_RISK,1,1,0,local-b,1,SELECTED,,1,0,1,1,local-b|local-c,2,1,1
v4conf-005,11,2000005,role_0=local-c;role_1=local-a;role_2=local-b,PAIR_CORRELATED_DEGRADATION,0,1,0,local-b,1,SELECTED,,1,0,1,1,local-b|local-c,2,1,1
v4conf-005,12,2000005,role_0=local-c;role_1=local-a;role_2=local-b,PAIR_CORRELATED_DEGRADATION,0,1,0,local-b,1,SELECTED,,1,0,1,1,local-b|local-c,2,1,1
v4conf-005,13,2000005,role_0=local-c;role_1=local-a;role_2=local-b,PAIR_CORRELATED_DEGRADATION,0,1,0,local-b,1,SELECTED,,1,0,1,1,local-b|local-c,2,1,1
v4conf-005,14,2000005,role_0=local-c;role_1=local-a;role_2=local-b,PAIR_CORRELATED_DEGRADATION,0,1,1,local-b,1,SELECTED,,1,0,1,1,local-b|local-c,2,1,1
v4conf-005,15,2000005,role_0=local-c;role_1=local-a;role_2=local-b,PAIR_CORRELATED_DEGRADATION,0,1,0,local-b,1,SELECTED,,1,3,4,1,local-b|local-c,2,1,1
v4conf-005,16,2000005,role_0=local-c;role_1=local-a;role_2=local-b,PAIR_CORRELATED_DEGRADATION,0,1,0,local-b,1,SELECTED,,1,0,1,1,local-b|local-c,2,1,1
v4conf-005,17,2000005,role_0=local-c;role_1=local-a;role_2=local-b,PAIR_CORRELATED_DEGRADATION,0,1,0,local-b,1,SELECTED,,1,0,1,1,local-b|local-c,2,1,1
v4conf-005,18,2000005,role_0=local-c;role_1=local-a;role_2=local-b,PAIR_CORRELATED_DEGRADATION,1,1,1,local-b,1,SELECTED,,1,0,1,1,local-b|local-c,2,1,1
v4conf-005,19,2000005,role_0=local-c;role_1=local-a;role_2=local-b,PAIR_CORRELATED_DEGRADATION,1,1,0,local-b,1,SELECTED,,1,0,1,1,local-b|local-c,2,1,1
v4conf-005,20,2000005,role_0=local-c;role_1=local-a;role_2=local-b,SINGLE_PROVIDER_CONGESTED,1,1,0,local-b,1,SELECTED,,1,0,1,1,local-b|local-c,2,1,1
v4conf-005,21,2000005,role_0=local-c;role_1=local-a;role_2=local-b,SINGLE_PROVIDER_CONGESTED,1,1,0,local-b,1,SELECTED,,1,0,1,1,local-b|local-c,2,1,1
v4conf-006,0,2000006,role_0=local-c;role_1=local-a;role_2=local-b,SINGLE_PROVIDER_INVALID_RISK,1,1,0,local-a|local-b|local-c,3,WARMUP,warmup,0,3,3,1,local-b|local-c,2,1,1
